"Entry.Name","Entry","Organism","Org","Scientific_Name","Gene","Protein.names","gpcr","taxa","Accession","Rename","Org_Uq","RL_Entry_Name"
"T1EJX6_HELRO","T1EJX6","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EJX6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EJX6_HELRO"
"T1EJX9_HELRO","T1EJX9","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EJX9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EJX9_HELRO"
"T1ENY4_HELRO","T1ENY4","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1ENY4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1ENY4_HELRO"
"T1EPY0_HELRO","T1EPY0","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EPY0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EPY0_HELRO"
"T1ESC8_HELRO","T1ESC8","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1ESC8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1ESC8_HELRO"
"T1ESX9_HELRO","T1ESX9","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1ESX9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1ESX9_HELRO"
"T1EUN6_HELRO","T1EUN6","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EUN6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EUN6_HELRO"
"T1EXG2_HELRO","T1EXG2","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EXG2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EXG2_HELRO"
"T1EY75_HELRO","T1EY75","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EY75","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EY75_HELRO"
"T1EZF7_HELRO","T1EZF7","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EZF7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1EZF7_HELRO"
"T1F4K6_HELRO","T1F4K6","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1F4K6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1F4K6_HELRO"
"T1FAQ2_HELRO","T1FAQ2","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FAQ2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1FAQ2_HELRO"
"T1FBN2_HELRO","T1FBN2","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FBN2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1FBN2_HELRO"
"T1FJB2_HELRO","T1FJB2","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FJB2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1FJB2_HELRO"
"T1FWZ4_HELRO","T1FWZ4","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FWZ4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1FWZ4_HELRO"
"T1FYE0_HELRO","T1FYE0","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FYE0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1FYE0_HELRO"
"T1G0E8_HELRO","T1G0E8","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G0E8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G0E8_HELRO"
"T1G0F3_HELRO","T1G0F3","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G0F3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G0F3_HELRO"
"T1G2S0_HELRO","T1G2S0","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G2S0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G2S0_HELRO"
"T1G390_HELRO","T1G390","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G390","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G390_HELRO"
"T1G3Z3_HELRO","T1G3Z3","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G3Z3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G3Z3_HELRO"
"T1G429_HELRO","T1G429","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G429","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G429_HELRO"
"T1G5I7_HELRO","T1G5I7","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G5I7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G5I7_HELRO"
"T1G5I8_HELRO","T1G5I8","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G5I8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G5I8_HELRO"
"T1G7V3_HELRO","T1G7V3","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1G7V3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","HELRO","T1G7V3_HELRO"
"V3YVX7_LOTGI","V3YVX7","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3YVX7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3YVX7_LOTGI"
"V3ZFK5_LOTGI","V3ZFK5","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZFK5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZFK5_LOTGI"
"V3ZG74_LOTGI","V3ZG74","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZG74","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZG74_LOTGI"
"V3ZI71_LOTGI","V3ZI71","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZI71","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZI71_LOTGI"
"V3ZI99_LOTGI","V3ZI99","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZI99","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZI99_LOTGI"
"V3ZIQ2_LOTGI","V3ZIQ2","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZIQ2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZIQ2_LOTGI"
"V3ZLF8_LOTGI","V3ZLF8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZLF8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZLF8_LOTGI"
"V3ZNG1_LOTGI","V3ZNG1","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZNG1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZNG1_LOTGI"
"V3ZPL9_LOTGI","V3ZPL9","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZPL9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZPL9_LOTGI"
"V3ZQF1_LOTGI","V3ZQF1","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZQF1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZQF1_LOTGI"
"V3ZR94_LOTGI","V3ZR94","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZR94","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZR94_LOTGI"
"V3ZSZ0_LOTGI","V3ZSZ0","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZSZ0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZSZ0_LOTGI"
"V3ZSZ3_LOTGI","V3ZSZ3","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZSZ3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZSZ3_LOTGI"
"V3ZY75_LOTGI","V3ZY75","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V3ZY75","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V3ZY75_LOTGI"
"V4A270_LOTGI","V4A270","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4A270","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4A270_LOTGI"
"V4A3K1_LOTGI","V4A3K1","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4A3K1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4A3K1_LOTGI"
"V4A8B8_LOTGI","V4A8B8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4A8B8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4A8B8_LOTGI"
"V4A8W4_LOTGI","V4A8W4","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4A8W4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4A8W4_LOTGI"
"V4AA56_LOTGI","V4AA56","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AA56","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AA56_LOTGI"
"V4AAL8_LOTGI","V4AAL8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AAL8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AAL8_LOTGI"
"V4ABA1_LOTGI","V4ABA1","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4ABA1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4ABA1_LOTGI"
"V4ACI2_LOTGI","V4ACI2","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4ACI2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4ACI2_LOTGI"
"V4AH89_LOTGI","V4AH89","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AH89","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AH89_LOTGI"
"V4AHS5_LOTGI","V4AHS5","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AHS5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AHS5_LOTGI"
"V4AJ02_LOTGI","V4AJ02","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AJ02","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AJ02_LOTGI"
"V4AJG8_LOTGI","V4AJG8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AJG8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AJG8_LOTGI"
"V4AM26_LOTGI","V4AM26","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AM26","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AM26_LOTGI"
"V4AMK6_LOTGI","V4AMK6","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AMK6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AMK6_LOTGI"
"V4APY6_LOTGI","V4APY6","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4APY6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4APY6_LOTGI"
"V4AQC2_LOTGI","V4AQC2","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AQC2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AQC2_LOTGI"
"V4AT31_LOTGI","V4AT31","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AT31","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AT31_LOTGI"
"V4AUC2_LOTGI","V4AUC2","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AUC2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AUC2_LOTGI"
"V4AUE3_LOTGI","V4AUE3","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AUE3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AUE3_LOTGI"
"V4AY20_LOTGI","V4AY20","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4AY20","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4AY20_LOTGI"
"V4B0S4_LOTGI","V4B0S4","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B0S4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B0S4_LOTGI"
"V4B1X6_LOTGI","V4B1X6","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B1X6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B1X6_LOTGI"
"V4B316_LOTGI","V4B316","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B316","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B316_LOTGI"
"V4B3C0_LOTGI","V4B3C0","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B3C0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B3C0_LOTGI"
"V4B3G9_LOTGI","V4B3G9","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B3G9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B3G9_LOTGI"
"V4B4I9_LOTGI","V4B4I9","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B4I9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B4I9_LOTGI"
"V4B4P7_LOTGI","V4B4P7","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B4P7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B4P7_LOTGI"
"V4B4Q8_LOTGI","V4B4Q8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B4Q8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B4Q8_LOTGI"
"V4B5B0_LOTGI","V4B5B0","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B5B0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B5B0_LOTGI"
"V4B5P4_LOTGI","V4B5P4","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B5P4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B5P4_LOTGI"
"V4B7Q7_LOTGI","V4B7Q7","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B7Q7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4B7Q7_LOTGI"
"V4BA65_LOTGI","V4BA65","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4BA65","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4BA65_LOTGI"
"V4C098_LOTGI","V4C098","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4C098","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4C098_LOTGI"
"V4C5Y5_LOTGI","V4C5Y5","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4C5Y5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4C5Y5_LOTGI"
"V4CEI6_LOTGI","V4CEI6","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4CEI6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","LOTGI","V4CEI6_LOTGI"
"V9GZJ6_HUMAN","V9GZJ6","Homo sapiens (Human)","HUMAN","Homo sapiens","V9GZJ6","Gonadotropin-releasing hormone receptor","PF00001",2759,"PF00001","Rho","HUMAN","V9GZJ6_HUMAN"
"V9KIU9_CALMI","V9KIU9","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9KIU9","Prostacyclin receptor","PF00001",2759,"PF00001","Rho","CALMI","V9KIU9_CALMI"
"V9KRS9_CALMI","V9KRS9","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9KRS9","Sphingosine 1-phosphate receptor 1-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9KRS9_CALMI"
"V9KUI6_CALMI","V9KUI6","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9KUI6","Putative G-protein coupled receptor 34","PF00001",2759,"PF00001","Rho","CALMI","V9KUI6_CALMI"
"V9KXL8_CALMI","V9KXL8","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9KXL8","G-protein coupled receptor 161","PF00001",2759,"PF00001","Rho","CALMI","V9KXL8_CALMI"
"V9L041_CALMI","V9L041","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9L041","G-protein coupled receptor 20-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9L041_CALMI"
"V9L474_CALMI","V9L474","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9L474","G-protein coupled receptor 84-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9L474_CALMI"
"V9L506_CALMI","V9L506","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9L506","Retinal pigment epithelium-derived rhodopsin-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9L506_CALMI"
"V9L5K7_CALMI","V9L5K7","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9L5K7","C-C chemokine receptor type 4-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9L5K7_CALMI"
"V9L9Q1_CALMI","V9L9Q1","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9L9Q1","Putative G-protein coupled receptor 148-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9L9Q1_CALMI"
"V9LA26_CALMI","V9LA26","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LA26","Opsin-VA-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LA26_CALMI"
"V9LAK5_CALMI","V9LAK5","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LAK5","G protein-coupled receptor 84","PF00001",2759,"PF00001","Rho","CALMI","V9LAK5_CALMI"
"V9LAZ7_CALMI","V9LAZ7","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LAZ7","G-protein coupled receptor 183-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LAZ7_CALMI"
"V9LCZ9_CALMI","V9LCZ9","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LCZ9","Opsin-VA-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LCZ9_CALMI"
"V9LD76_CALMI","V9LD76","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LD76","G-protein coupled receptor 81-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LD76_CALMI"
"V9LDR2_CALMI","V9LDR2","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LDR2","Putative G-protein coupled receptor 148-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LDR2_CALMI"
"V9LE60_CALMI","V9LE60","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LE60","Lysophosphatidic acid receptor 6-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LE60_CALMI"
"V9LEC4_CALMI","V9LEC4","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LEC4","p2Y purinoceptor 5","PF00001",2759,"PF00001","Rho","CALMI","V9LEC4_CALMI"
"V9LF54_CALMI","V9LF54","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LF54","Proteinase-activated receptor 4-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LF54_CALMI"
"V9LF62_CALMI","V9LF62","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LF62","Galanin receptor type 2-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LF62_CALMI"
"V9LFF0_CALMI","V9LFF0","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LFF0","Sphingosine 1-phosphate receptor 4","PF00001",2759,"PF00001","Rho","CALMI","V9LFF0_CALMI"
"V9LFI9_CALMI","V9LFI9","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LFI9","Putative G-protein coupled receptor 139-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LFI9_CALMI"
"V9LFJ4_CALMI","V9LFJ4","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LFJ4","Adenosine receptor A1-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LFJ4_CALMI"
"V9LG49_CALMI","V9LG49","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LG49","Substance-P receptor","PF00001",2759,"PF00001","Rho","CALMI","V9LG49_CALMI"
"V9LGK0_CALMI","V9LGK0","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LGK0","G protein-coupled receptor 84","PF00001",2759,"PF00001","Rho","CALMI","V9LGK0_CALMI"
"V9LGT3_CALMI","V9LGT3","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LGT3","G-protein coupled receptor 55-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LGT3_CALMI"
"V9LGZ5_CALMI","V9LGZ5","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LGZ5","Proteinase-activated receptor 4-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LGZ5_CALMI"
"V9LH21_CALMI","V9LH21","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LH21","Adenosine receptor A2b-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LH21_CALMI"
"V9LH92_CALMI","V9LH92","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LH92","p2Y purinoceptor 4-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LH92_CALMI"
"V9LHH0_CALMI","V9LHH0","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LHH0","Putative G-protein coupled receptor 139-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LHH0_CALMI"
"V9LHH9_CALMI","V9LHH9","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LHH9","Putative G-protein coupled receptor 139-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LHH9_CALMI"
"V9LHV3_CALMI","V9LHV3","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LHV3","Putative G-protein coupled receptor 173-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LHV3_CALMI"
"V9LI84_CALMI","V9LI84","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LI84","p2Y purinoceptor 12-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LI84_CALMI"
"V9LIV6_CALMI","V9LIV6","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LIV6","Delta-type opioid receptor-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LIV6_CALMI"
"V9LJI1_CALMI","V9LJI1","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LJI1","Purinergic receptor P2Y, G-protein coupled, 13","PF00001",2759,"PF00001","Rho","CALMI","V9LJI1_CALMI"
"V9LJL6_CALMI","V9LJL6","Callorhinchus milii (Ghost shark)","CALMI","Callorhinchus milii","V9LJL6","Lysophosphatidic acid receptor 6-like protein","PF00001",2759,"PF00001","Rho","CALMI","V9LJL6_CALMI"
"W4VSQ4_HUMAN","W4VSQ4","Homo sapiens (Human)","HUMAN","Homo sapiens","W4VSQ4","HCG2039161 (Mas-related G protein-coupled receptor F)","PF00001",2759,"PF00001","Rho","HUMAN","W4VSQ4_HUMAN"
"W8W3L4_HUMAN","W8W3L4","Homo sapiens (Human)","HUMAN","Homo sapiens","W8W3L4","Mas-related G protein-coupled receptor C","PF00001",2759,"PF00001","Rho","HUMAN","W8W3L4_HUMAN"
"W8W3P5_HUMAN","W8W3P5","Homo sapiens (Human)","HUMAN","Homo sapiens","W8W3P5","MAS-related GPR, member X1 (Mas-related G protein-coupled receptor G2)","PF00001",2759,"PF00001","Rho","HUMAN","W8W3P5_HUMAN"
"X1YTY7_CAPTE","X1YTY7","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","X1YTY7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","CAPTE","X1YTY7_CAPTE"
"X1Z4V3_CAPTE","X1Z4V3","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","X1Z4V3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","CAPTE","X1Z4V3_CAPTE"
"X2A7T0_CAPTE","X2A7T0","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","X2A7T0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","CAPTE","X2A7T0_CAPTE"
"X2A9C7_CAPTE","X2A9C7","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","X2A9C7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","CAPTE","X2A9C7_CAPTE"
